FREQ:Frequency,OD_TYPE:Measure,OD_RISK_CAT:Risk category,OD_INSTR:Instrument,ISSUE_CUR:Issue currency,XD_EXCHANGE:Location of trade (Exchange or country),TIME_PERIOD:Period,OBS_STATUS:Status,OBS_VALUE:Value
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-05-31,A:Normal value,2168743
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-06-30,A:Normal value,2791784
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-07-31,A:Normal value,2172228
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-08-31,A:Normal value,2195975
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-09-30,A:Normal value,2309765
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-10-31,A:Normal value,2350692
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-11-30,A:Normal value,2168718
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2009-12-31,A:Normal value,2086674
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-01-31,A:Normal value,2471014
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-02-28,A:Normal value,2717624
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-03-31,A:Normal value,2713026
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-04-30,A:Normal value,2993442
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-05-31,A:Normal value,3793020
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-06-30,A:Normal value,2192788
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-07-31,A:Normal value,1973440
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-08-31,A:Normal value,2125216
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-09-30,A:Normal value,2316772
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-10-31,A:Normal value,2053802
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-11-30,A:Normal value,3296221
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2010-12-31,A:Normal value,2642319
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-01-31,A:Normal value,2687249
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-02-28,A:Normal value,3462918
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-03-31,A:Normal value,3488168
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-04-30,A:Normal value,3206165
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-05-31,A:Normal value,3185358
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-06-30,A:Normal value,3703322
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-07-31,A:Normal value,3167876
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-08-31,A:Normal value,3655624
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-09-30,A:Normal value,2439459
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-10-31,A:Normal value,2120849
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-11-30,A:Normal value,2432645
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2011-12-31,A:Normal value,1752786
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-01-31,A:Normal value,2417903
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-02-29,A:Normal value,2443874
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-03-31,A:Normal value,2670204
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-04-30,A:Normal value,2097176
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-05-31,A:Normal value,2380036
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-06-30,A:Normal value,2338153
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-07-31,A:Normal value,1774129
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-08-31,A:Normal value,1995011
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-09-30,A:Normal value,2316761
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-10-31,A:Normal value,1959534
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-11-30,A:Normal value,1674207
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2012-12-31,A:Normal value,1723397
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-01-31,A:Normal value,2382616
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-02-28,A:Normal value,2224210
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-03-31,A:Normal value,2353471
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-04-30,A:Normal value,1763575
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-05-31,A:Normal value,2930526
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-06-30,A:Normal value,4102991
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-07-31,A:Normal value,2152470
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-08-31,A:Normal value,2268748
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-09-30,A:Normal value,2956572
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-10-31,A:Normal value,2295749
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-11-30,A:Normal value,2352327
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2013-12-31,A:Normal value,2375279
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-01-31,A:Normal value,2942925
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-02-28,A:Normal value,2505981
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-03-31,A:Normal value,3285025
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-04-30,A:Normal value,2663817
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-05-31,A:Normal value,3001926
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-06-30,A:Normal value,3134230
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-07-31,A:Normal value,2975600
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-08-31,A:Normal value,2960667
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-09-30,A:Normal value,3702111
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-10-31,A:Normal value,4709122
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-11-30,A:Normal value,2329656
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2014-12-31,A:Normal value,3469775
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-01-31,A:Normal value,3567510
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-02-28,A:Normal value,3484209
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-03-31,A:Normal value,3258244
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-04-30,A:Normal value,2342026
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-05-31,A:Normal value,2968770
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-06-30,A:Normal value,3251845
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-07-31,A:Normal value,2666484
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-08-31,A:Normal value,3521899
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-09-30,A:Normal value,3175284
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-10-31,A:Normal value,2761134
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-11-30,A:Normal value,2629317
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,North American,2015-12-31,A:Normal value,2884569
